,Host,Dokumente,Land,Date
1956,CCSD (Centre pour la Communication Scientifique Directe): mémSIC (mémories de 3° cycle en Sciences de l'Information et de la Communication),326,fr,2007-02-12
1957,"Universidad de Chile, Santiago de Chile: Cybertesis",4920,cl,2007-02-09
1958,Univ. of Texas at El Paso: Digital Commons@UTEP,11606,us,2007-02-09
1959,U.S. Environmental Protection Agency: Environmental Information Management System (EIMS),59485,us,2007-02-09
1960,California Institute of Technology: Caltech Library System Papers and Publications (LIB),49,us,2007-02-09
1961,Wichita State Univ.: SOAR (Shocker Open Access Repository),3994,us,2007-02-07
1962,Universitetet i Tromsø: Munin Open Research Archive,3933,no,2007-02-07
1963,"Universitat Ramon Llull, Barcelona: Tesis Doctorals en Xarxa (TDX)",206,es,2007-02-07
1964,Univ. of Oregon Libraries Digital Collections,81831,us,2007-02-07
1965,Univ. di Pisa: UnipiEprints,472,it,2007-02-07
1966,Univ. de São Paulo: Biblioteca Digital de Teses e Dissertações,33652,br,2007-02-07
1967,Directory of Open Access Journals: DOAJ Journals,8028,org,2007-02-07
1968,NUMDAM (Numérisation de documents anciens mathématiques),52437,fr,2007-01-24
1969,Cranfield Univ.: Cranfield CERES,4257,uk,2007-01-24
1970,Brunel University London: Brunel University Research Archive (BURA),5716,uk,2007-01-24
1971,Ankara Üniv. Açık Arşiv Sistemi,6365,tr,2007-01-24
1972,University of Wisconsin: Digital Collections,18045,us,2007-01-11
1973,University of Pittsburgh: Archive of European Integration (AEI),31708,us,2007-01-11
1974,University of British Columbia: Electronic Theses and Dissertations (UBC ETD),8,ca,2007-01-11
1975,Univ. of Wolverhampton: Wolverhampton Intellectual Repository and E-Theses (WIRE),1766,uk,2007-01-11
1976,Univ. degli Studi di Napoli Federico II Open Archive  (FedOA): ePrints Repository,6043,it,2007-01-11
1977,"Marshall Space Flight Center, NASA: Marshall Technical Reports Server",685,us,2007-01-11
1978,"George Mason Univ., Virginia: Mason Archival Repository Service (MARS)",6686,us,2007-01-11
1979,Univ. Trier: OPUS-Datenbank,526,de,2006-12-19
1980,Julius-Maximilians-Univ. Würzburg: Online-Publikationsserver (OPUS) der Univ. Würzburg,6006,de,2006-12-18
1981,"York Univ., Toronto: History & Theory of Psychology Eprint Archive",121,ca,2006-12-07
1982,Università di Bologna: AMS Acta (Alm@DL),2580,it,2006-12-07
1983,Univ. van Amsterdam: Digital Academic Repository (UvA DARE),135032,nl,2006-12-07
1984,Univ. of Cambridge: Computer Laboratory Technical Reports,517,uk,2006-12-07
1985,Univ. Federal do Paraná: Biblioteca Digital de Teses e Dissertações,7337,br,2006-12-07
1986,The Univ. of Utah: Digital Collections,176206,us,2006-12-07
1987,The Univ. of Nottingham: Nottingham eTheses,1681,uk,2006-12-07
1988,The Univ. of Arizona: dList (Digital Library for Information Science and Technology),2182,us,2006-12-07
1989,Stellenbosch University: SUNeTD (Electronic Theses and Dissertations),1341,za,2006-12-07
1990,"Rhodes Univ., South Africa: Rhodes eResearch Repository",2539,za,2006-12-07
1991,Oregon State Univ.: ScholarsArchive@OSU,28731,us,2006-12-07
1992,North Carolina State University Libraries (NCSU): Digital Repository,7801,us,2006-12-07
1993,MSpace at the Univ. of Manitoba,5284,ca,2006-12-07
1994,Louisiana State Univ.: Electronic Thesis & Dissertation Library,5304,us,2006-12-07
1995,"Les Bibliothèques Virtuelles Humanistes (BVH, Host: Univ. François-Rabelais, Tours)",696,fr,2006-12-07
1996,Inst. für Philosophie der Univ. Wien: Sammelpunkt. Elektronisch archivierte Theorie,1468,at,2006-12-07
1997,Eprints Open Archive in Social Medicine and related fields (E-ms),1018,it,2006-12-07
1998,"Electronic Theses and Dissertations at the Univ. of Missouri, St. Louis",379,us,2006-12-07
1999,Eberhard Karls Univ. Tübingen: TIMMS - Tübinger Internet Multimedia Server,4239,de,2006-12-07
2000,Deep Blue at the Univ. of Michigan,69663,us,2006-12-07
2001,"Curtin Univ. of Technology, Australia: espace@Curtin",15100,au,2006-12-07
2002,California Institute of Technology: Caltech Computer Science Technical Reports (CSTR),441,us,2006-12-07
2003,University of Pittsburgh: PhilSci Archive,2843,us,2006-11-07
2004,Univ. of Strathclyde: Strathprints,25064,uk,2006-11-07
2005,Univ. degli studi della Tuscia: Unitus DSpace,2136,it,2006-11-07
2006,The University of Nottingham: Nottingham Modern Languages Publications Archive (MLPA),63,uk,2006-11-07
2007,Johannes Gutenberg Univ. Mainz: ArchiMeD - Elektronische Publikation der Univ. Mainz,2451,de,2006-11-07
2008,"Humboldt State Univ. (Arcata, Calif.): Humboldt Digital Scholar",847,us,2006-11-07
2009,Goethe-Universität Frankfurt am Main: Hochschulpublikationen,24645,de,2006-11-07
2010,Duke Univ.: Duke Law Faculty Scholarship Repository,4115,us,2006-11-07
2011,Directory of Open Access Journals: DOAJ Articles,834654,org,2006-11-07
2012,"White Rose Univ. Consortium (Univ. of Leeds, Sheffield & York): Whiterose Research Online",38994,uk,2006-09-15
2013,Westschweizer Bibliotheksverbund: digitale Bibliothek RERO DOC,18827,ch,2006-09-15
2014,Vrije Univ. Amsterdam: Dspace at VU-DARE (Digital Academic REpository),24224,nl,2006-09-15
2015,Victoria University: VU Eprint Repository,7322,au,2006-09-15
2016,Universitätsbibliothek Bielefeld: Digitale Volltexte - Bielefelder Text Archiv Server (BieTAS),551,de,2006-09-15
2017,Universitäts- und Landesbibliothek Sachsen-Anhalt: Digitale Hochschulbibliothek,4583,de,2006-09-15
2018,Universität Ulm: VTS (Volltextserver),2467,de,2006-09-15
2019,Universität Bayreuth: Opus Bayreuth-Dokumentenserver,774,de,2006-09-15
2020,Università di Bologna: AMS Historica (Alm@DL),182,it,2006-09-15
2021,Università degli Studi di Trento: unitn.it eprints,1596,it,2006-09-15
2022,"University of Waterloo, Canada: Institutional Repository",5176,ca,2006-09-15
2023,University of Texas at Austin: Digital Repository,15170,us,2006-09-15
2024,University of Southern Queensland: USQ ePrints,8020,au,2006-09-15
2025,University of Saskatchewan: Electronic Theses & Dissertations,3803,ca,2006-09-15
2026,University of Oxford: The Mathematical Institute Eprints Archive,1416,uk,2006-09-15
2027,University of Bergen: Bergen Open Research Archive (BORA-UiB),4789,no,2006-09-15
2028,Universiteit Utrecht: Igitur Archief,67402,nl,2006-09-15
2029,Universidad de Murcia: Tesis Doctorals en Xarxa (TDX),403,es,2006-09-15
2030,Universidad Complutense de Madrid (UCM): E-Prints Complutense,6856,es,2006-09-15
2031,Univ. van Amsterdam: UvA Dissertaties Online,6463,nl,2006-09-15
2032,Univ. Regensburg: OPUS Regensburg,1081,de,2006-09-15
2033,"Univ. of Surrey, Guildford: Surrey Scholarship Online.",4812,uk,2006-09-15
2034,Univ. of Stirling: Stirling Digital Research Repository,3425,uk,2006-09-15
2035,Univ. of Pennsylvania: Schoenberg Center for Electronic Text & Image,1534,us,2006-09-15
2036,Univ. of Pennsylvania: A Celebration of Woman Writers,360,us,2006-09-15
2037,Univ. of New Brunswick: UNB Repository,24896,ca,2006-09-15
2038,"Univ. of Lincoln, Faculty of Technology: ePrints Service",4008,uk,2006-09-15
2039,Univ. of Leicester: Leicester Research Archive,7132,uk,2006-09-15
2040,Univ. of Groningen: Institutional Repository,40903,nl,2006-09-15
2041,Univ. of Glasgow: Glasgow ePrints Service,47192,uk,2006-09-15
2042,Univ. of Connecticut: DigitalCommons@UConn,8561,us,2006-09-15
2043,"Univ. of California, Berkeley: Technical Reports",3514,us,2006-09-15
2044,Univ. Maastricht: Digitaal Archief UM publicaties,12022,nl,2006-09-15
2045,"Univ. Louis Pasteur, Strasbourg: ULP Thesis",1805,fr,2006-09-15
2046,Univ. Kassel: KOBRA (Kasseler Online Bibliothek Repository & Archiv),2624,de,2006-09-15
2047,Univ. Karlsruhe (TH): Elektronisches Volltextarchiv - Scientific Articles Repository (EVA STAR),6373,de,2006-09-15
2048,Univ. Hasselt: Document Server@UHasselt,11617,be,2006-09-15
2049,Univ. Duisburg-Essen: DuEPublico (Duisburg Essen Publications online),1795,de,2006-09-15
2050,Univ. di Pisa: Sistema ETD (Electronic Theses and Disserations),13007,it,2006-09-15
2051,Univ. degli Studi di Messina: Messanae Studiorum E-prints,446,it,2006-09-15
2052,Univ. da Coruña: UDCDspace,6504,es,2006-09-15
2053,TUBdok - Hochschulschriftenserver der Technischen Univ. Hamburg-Harburg,1059,de,2006-09-15
2054,TU Delft: Institutional Repository,30586,nl,2006-09-15
2055,TU Berlin: Digitales Repositorium,3337,de,2006-09-15
2056,The Univ. of Winnipeg: eCommons::Research,194,ca,2006-09-15
2057,The Univ. of Nottingham: Nottingham ePrints,992,uk,2006-09-15
2058,The Univ. of Delaware Library Institutional Repository,10713,us,2006-09-15
2059,The Univ. of Chicago Library: Digital Collections,14318,us,2006-09-15
2060,The Open Univ.: Open Research Online,21933,uk,2006-09-15
2061,The London School of Economics and Political Science: LSE Research Online,32188,uk,2006-09-15
2062,The Library of Congress: American Memory,241113,us,2006-09-15
2063,Technische Universität Eindhoven: Repository TU/e,83959,nl,2006-09-15
2064,Technische Universität Dortmund: Eldorado,11776,de,2006-09-15
2065,Tampereen yliopiston väitöskirjat / Univ. of Tampere Dissertations,1233,fi,2006-09-15
2066,Sveriges Lantbruksuniv. (SLU): Epsilon Dissertations and Graduate Theses Archive,1150,se,2006-09-15
2067,Stoà S.c.p.A. (Istituto di Studi per la Direzione e Gestione di Impresa): STOA' e-PRINTS,244,it,2006-09-15
2068,"Sorbonne Paris: Thèses de l'Ecole nationale des chartes,",256,fr,2006-09-15
2069,Simon Fraser Univ. Vancouver: SFU Institutional Repository,9164,ca,2006-09-15
2070,Sapienza Università di Roma: PADIS (Pubblicazioni Aperte Digitali Interateneo Sapienza),935,it,2006-09-15
2071,Revues.org: Centre pour l'édition électronique ouverte,84134,fr,2006-09-15
2072,RePEc: Research Papers in Economics,1114209,org,2006-09-15
2073,"Queensland University of Technology, Brisbane: QUT ePrints",36963,au,2006-09-15
2074,Publikationsserver der Univ. Potsdam,5754,de,2006-09-15
2075,Poznańskie Centrum Superkomputerowo-Sieciowe (PSNC): Federacja Bibliotek Cyfrowych / Digital Library Federation,293,pl,2006-09-15
2076,ORCA - Online Research @ Cardiff,24655,uk,2006-09-15
2077,"OpenMed@NIC (National Informatics Centre, New Delhi)",2810,in,2006-09-15
2078,New York University: Archive@NYU,3540,us,2006-09-15
2079,Max-Planck-Gesellschaft / Max Planck Society eDoc Server,15772,de,2006-09-15
2080,Massachusetts Institute of Technology: DSpace at MIT,56395,us,2006-09-15
2081,Manchester Metropolitan Univ.: e-space at MMU,4715,uk,2006-09-15
2082,Malmö Univ. Electronic Publishing (MUEP),1456,se,2006-09-15
2083,Loughborough University Institutional Repository,9084,uk,2006-09-15
2084,Lancaster Univ.: Lancaster Eprints,31456,uk,2006-09-15
2085,Joensuun Yliopiston Verkkojulkaisut / Univ. of Joensuu: JoyPub,680,fi,2006-09-15
2086,Institut français de recherche pour l'exploitation de la mer: Archimer - Archive Institutionnelle de l'Ifremer,9298,fr,2006-09-15
2087,"Hochschule für Bildende Künste (HFBK), Hamburg: archivsystem ask23",103,de,2006-09-15
2088,Göteborgs Universitet: GUPEA (Göteborgs Univ. Publikationer - E-publicering och E-arkiv),24190,se,2006-09-15
2089,GOEDOC - Dokumentenserver der Georg-August-Universität Göttingen,2464,de,2006-09-15
2090,Gallica - bibliothèque numérique de la Bibliothèque nationale de France (BnF),1277900,fr,2006-09-15
2091,Forschungszentrum Jülich: JUWEL (JUelicher Wissenschaftliche Elektronische Literatur),3905,de,2006-09-15
2092,Fontys Hogescholen: Fontys Publicaties,1175,nl,2006-09-15
2093,FH Münster: OPUS Dokumentenserver,548,de,2006-09-15
2094,European Research Paper Archive (ERPA),1296,at,2006-09-15
2095,Erasmus Univ. Rotterdam: RePub,15804,nl,2006-09-15
2096,"ePrints@IIsc (Indian Institute of Science, Bangalore)",33412,in,2006-09-15
2097,Ecole Polytechnque Fédérale Lausanne: Infoscience,100666,ch,2006-09-15
2098,East Tennessee State Univ.: Electronic Theses and Dissertations,1419,us,2006-09-15
2099,E-LIS: Eprints in Library and Information Science,13209,org,2006-09-15
2100,E-Dissertationen der Univ. Hamburg,4445,de,2006-09-15
2101,Dublin City University: DCU Online Research Access Service (DORAS),2841,ie,2006-09-15
2102,DSpace at the Univ. of Washington HSLIC (Health Sciences Libraries),243,us,2006-09-15
2103,"Deutsches GeoForschungsZentrum, Helmholtz-Zentrum Potsdam: GFZ Publications",1361,de,2006-09-15
2104,Cornell Univ.: eCommons@Cornell,22999,us,2006-09-15
2105,"Cornell Univ., School of Industrial and Labor Relations: Digital Commons@ILR",15814,us,2006-09-15
2106,CERN Document Server (CDS),79962,ch,2006-09-15
2107,"Central European University, Budapest: CEU Electronic Archive",9,hu,2006-09-15
2108,CCSD (Centre pour la Communication Scientifique Directe): HAL - Hyper Article en Ligne,314158,fr,2006-09-15
2109,California Institute of Technology: CaltechTHESIS,5155,us,2006-09-15
2110,California Institute of Technology: Caltech Authors,26656,us,2006-09-15
2111,British Library Research Archive,65,uk,2006-09-15
2112,Boston Univ.: Digital Research Archive,3309,us,2006-09-15
2113,"Blekinge Tekniska Högskola (BTH): Electronic Research Archive at Blekinge Institute of Technology, Sweden",1404,se,2006-09-15
2114,Birkbeck Univ. of London: Birkbeck ePrints,3847,uk,2006-09-15
2115,Aristotle University of Thessaloniki Document Server,640,gr,2006-09-15
2116,Wirtschaftsuniv. Wien: ePub WU,1254,at,2005-09-30
2117,Universitá degli Studi di Firenze: archivio e-prints,839,it,2005-09-30
2118,Università di Bologna: AMS Campus (Alm@DL),50150,it,2005-09-30
2119,University of Twente Publications,31130,nl,2005-09-30
2120,University of Tasmania: UTas ePrints,10418,au,2005-09-30
2121,"University of Rochester, New York: UR Research",21141,us,2005-09-30
2122,University of Pittsburgh: Electronic Theses & Dissertations (ETD),4196,us,2005-09-30
2123,"University of NorthCarolina, School of Information and Library Science: Electronic Theses and Dissertations (SILS-ETD)",537,us,2005-09-30
2124,"University of Ljubljana, Faculty of Computer and Information Science: ePrints.FRI / Univerza v Ljubljani, Fakulteta za računalništvo in informatiko",2261,si,2005-09-30
2125,Universitat Rovira i Virgili: Tesis Doctorals en Xarxa (TDX),808,es,2005-09-30
2126,"Universitat Politècnica de Catalunya (UPC), Barcelona: Tesis Doctorals en Xarxa (TDX)",1350,es,2005-09-30
2127,"Universitat Oberta de Catalunya (UOC), Barcelona: Tesis Doctorals en Xarxa (TDX)",18,es,2005-09-30
2128,"Universitat Jaume I (UJI), Castellón de la Plana: Tesis Doctorals en Xarxa (TDX)",250,es,2005-09-30
2129,Universitat de València: Tesis Doctorals en Xarxa (TDX),960,es,2005-09-30
2130,Universitat de Lleida: Tesis Doctorals en Xarxa (TDX),373,es,2005-09-30
2131,"Universitat de les Illes Balears (UIB), Palma: Tesis Doctorals en Xarxa (TDX)",99,es,2005-09-30
2132,Universitat de Girona: Tesis Doctorals en Xarxa (TDX),503,es,2005-09-30
2133,Universitat de Barcelona: Tesis Doctorals en Xarxa (TDX),2618,es,2005-09-30
2134,Universitat Autònoma de Barcelona (UAB): Tesis Doctorals en Xarxa (TDX),3048,es,2005-09-30
2135,Universidade do Minho: RepositóriUM,18131,pt,2005-09-30
2136,Universidad de Cantabria: Tesis Doctorals en Xarxa (TDX),121,es,2005-09-30
2137,Univ. van Tilburg: Tilburg Univ. Repository,62720,nl,2005-09-30
2138,Univ. van Tilburg: Scripties (bachelor en master),18595,nl,2005-09-30
2139,Univ. Passau: OPUS Passau,2618,de,2005-09-30
2140,Univ. of Southampton: e-Prints Soton,84361,uk,2005-09-30
2141,"Univ. of Southampton, School of Electronics and Computer Science: ECS EPrints Repository",15837,uk,2005-09-30
2142,Univ. of Oulu / Oulun Yliopiston: Julkaisemia Elektronisia Julkaisuja,1701,fi,2005-09-30
2143,Univ. of Edinburgh: Edinburgh Research Archive (ERA),5325,uk,2005-09-30
2144,"Univ. of Cape Town, Dep. of Computer Science: UCT CS Research Document Archive",517,za,2005-09-30
2145,Univ. of Calgary: DSpace at Univ. of Calgary,18006,ca,2005-09-30
2146,Univ. Marburg: Publikatons- und Dokumentenserver der UB Marburg,3895,de,2005-09-30
2147,Univ. Laval (Quebec): Mémoires et thèses électroniques,1509,ca,2005-09-30
2148,Univ. i Oslo: Digitale utgivelser ved UiO (DUO),22526,no,2005-09-30
2149,Univ. du Québec à Montréal (UQÀM): archipel (Archive de publications électroniques),4050,ca,2005-09-30
2150,Univ. di Parma: DSpaceUnipr,1181,it,2005-09-30
2151,Univ. College London: UCL Eprints,237144,uk,2005-09-30
2152,Univ. Bamberg: OPUS-Hochschulschriftenserver,342,de,2005-09-30
2153,Univ. Augsburg: OPUS,1637,de,2005-09-30
2154,Thomas Jefferson Univ. Philadelphia: Jefferson Digital Commons,4931,us,2005-09-30
2155,"The University of Warwick, Centre for Scientfic Computing: Eprints",987,uk,2005-09-30
2156,The Univ. of Kansas: KU ScholarWorks,8469,us,2005-09-30
2157,The Pennsylvania State Univ. electronic Theses and Dissertations Archives (eTD),5588,us,2005-09-30
2158,Texas A&M University Digital Repository,63861,us,2005-09-30
2159,Teknillinen korkeakoulu / Helsinki Univ. of Technology: Teknillisen korkeakoulun elektroniset väitöskirjat,1320,fi,2005-09-30
2160,"School of Oriental and African Studies, Univ. of London: SOAS Research Online",10563,uk,2005-09-30
